Symbol,Name,Industry,Equity Capital (In Rs.),Free Float Market Capitalisation (Rs. Crores),Weightage (),Beta,R2,Volatility_Per,Monthly Return,Avg_Impact_Cost_percent,report_date
ICICIBANK,ICICI Bank Ltd.,BANKS,11132269520,96611,6.6,1.5,0.67,2.46,9.74,0.07,2009-11-01
ICICIBANK,ICICI Bank Ltd.,BANKS,11135680520,97660,6.45,1.51,0.69,1.79,1.05,0.06,2009-12-01
ICICIBANK,ICICI Bank Ltd.,BANKS,11137408530,92479,6.13,1.49,0.66,2.24,-5.32,0.07,2010-01-01
ICICIBANK,ICICI Bank Ltd.,BANKS,11138469520,97144,6.8,1.47,0.67,1.78,5.03,0.07,2010-02-01
ICICIBANK,ICICI Bank Ltd.,BANKS,11141592990,106124,6.96,1.41,0.66,1.34,9.21,0.06,2010-03-01
ICICIBANK,ICICI Bank Ltd.,BANKS,11142848720,106074.35,6.94,1.41,0.69,2.13,-0.06,0.06,2010-04-01
ICICIBANK,ICICI Bank Ltd.,BANKS,11145618140,96777.4,10.43,1.4,0.64,2.54,-0.4,0.07,2010-05-01
ICICIBANK,ICICI Bank Ltd.,BANKS,11148075420,96062.97,6.25,1.51,0.71,-0.02,1.97,0.07,2010-06-01
ICICIBANK,ICICI Bank Ltd.,BANKS,11152793050,109041,6.96,1.57,0.66,1.95,0.37,0.06,2010-08-01
TATASTEEL,Tata Steel Ltd.,STEEL AND STEEL PRODUCTS,11264895180,38069.49,0.79,1.29,0.28,2.24,3.3,0.02,2019-06-01
TATASTEEL,Tata Steel Ltd.,STEEL AND STEEL PRODUCTS,11264895180,27208.66,0.58,1.34,0.33,3.04,4.52,0.03,2019-09-01
TATASTEEL,Tata Steel Ltd.,STEEL AND STEEL PRODUCTS,11264895180,32608.89,0.72,1.26,0.28,2.11,-14.34,0.02,2019-07-01
TATASTEEL,Tata Steel Ltd.,STEEL AND STEEL PRODUCTS,11264895180,26031.26,0.58,1.25,0.27,2.77,-20.17,0.03,2019-08-01
TATASTEEL,Tata Steel Ltd.,STEEL AND STEEL PRODUCTS,11266104310,44748.8,1.06,1.68,0.36,2.3,-3.24,0.02,2018-05-01
TATASTEEL,Tata Steel Ltd.,STEEL AND STEEL PRODUCTS,11266104310,42855.42,1.01,1.67,0.36,1.69,-1.37236168,0.02,2018-06-01
TATASTEEL,Tata Steel Ltd.,STEEL AND STEEL PRODUCTS,11266104310,52207.58,1.29,1.57,0.29,2.54,-4.74,0.02,2018-02-01
TATASTEEL,Tata Steel Ltd.,STEEL AND STEEL PRODUCTS,11266104310,46249.1,1.09,1.6,0.31,1.8,4.19,0.02,2018-04-01
TATASTEEL,Tata Steel Ltd.,STEEL AND STEEL PRODUCTS,11266104310,44391.21,1.14,1.57,0.3,2.24,-14.97,0.02,2018-03-01
TATASTEEL,Tata Steel Ltd.,STEEL AND STEEL PRODUCTS,11266104310,45327.48,0.98,1.83,0.37,1.77,6.65,0.02,2018-08-01
TATASTEEL,Tata Steel Ltd.,STEEL AND STEEL PRODUCTS,11266104310,54807.85,1.29,1.59,0.29,1.8,2.15,0.02,2017-01-01
TATASTEEL,Tata Steel Ltd.,STEEL AND STEEL PRODUCTS,11266104310,42500.65,0.95,1.79,0.37,2.49,-0.83,0.02,2018-07-01
TATASTEEL,Tata Steel Ltd.,STEEL AND STEEL PRODUCTS,11266104310,54807.85,1.29,1.59,0.29,1.8,2.15,0.02,2017-01-01
TATASTEEL,Tata Steel Ltd.,STEEL AND STEEL PRODUCTS,11266107550,39330.38,0.9,1.37,0.3,1.6,-1.6,0.02,2018-12-01
TATASTEEL,Tata Steel Ltd.,STEEL AND STEEL PRODUCTS,11266107550,37775.43,0.87,1.35,0.29,2.07,4.98,0.02,2019-02-01
TATASTEEL,Tata Steel Ltd.,STEEL AND STEEL PRODUCTS,11266107550,39968.21,0.92,1.43,0.3,1.65,-4.4,0.02,2018-11-01
TATASTEEL,Tata Steel Ltd.,STEEL AND STEEL PRODUCTS,11266107550,41806.22,1.01,1.46,0.32,2.13,-4.71,0.03,2018-10-01
TATASTEEL,Tata Steel Ltd.,STEEL AND STEEL PRODUCTS,11266107550,43874.45,1.01,1.73,0.35,1.99,-3.20566195,0.03,2018-09-01
TATASTEEL,Tata Steel Ltd.,STEEL AND STEEL PRODUCTS,11266107550,35982.71,0.83,1.34,0.29,1.95,-8.51,0.02,2019-01-01
TATASTEEL,Tata Steel Ltd.,STEEL AND STEEL PRODUCTS,11266144590,36858.43,0.77,1.26,0.27,2.47,-12.37,0.03,2019-05-01
TATASTEEL,Tata Steel Ltd.,STEEL AND STEEL PRODUCTS,11266144590,42059.22,0.89,1.31,0.26,2.37,6.95,0.02,2019-04-01
TATASTEEL,Tata Steel Ltd.,STEEL AND STEEL PRODUCTS,11266144590,39326.73,0.84,1.3,0.27,1.67,4.11,0.02,2019-03-01
WIPRO,Wipro Ltd.,COMPUTERS - SOFTWARE,11424565304,35614.94,0.76,0.34,0.05,1.28,-5.74,0.02,2019-09-01
ICICIBANK,ICICI Bank Ltd.,BANKS,11474876390,133453,7.5,1.47,0.64,1.89,2.45,0.08,2010-10-01
ICICIBANK,ICICI Bank Ltd.,BANKS,11478647930,131098,7.55,1.48,0.63,2.21,-7.3,0.1,2010-11-01
ICICIBANK,ICICI Bank Ltd.,BANKS,11480257800,131460,7.2,1.52,0.62,2.3,0.26,0.08,2010-12-01
INFY,Infosys Ltd.,COMPUTERS - SOFTWARE,11484723320,249522.96,8.36,0.83,0.27,1.08,3.36,0.03,2016-05-01
INFY,Infosys Ltd.,COMPUTERS - SOFTWARE,11484723320,231984.88,8.19,0.64,0.14,1.53,6.17,0.03,2015-09-01
INFY,Infosys Ltd.,COMPUTERS - SOFTWARE,11484723320,226694.12,7.88,0.68,0.17,1.52,-2.28,0.02,2015-10-01
INFY,Infosys Ltd.,COMPUTERS - SOFTWARE,11484723320,195247.99,5.39,0.6,0.1,1.12,6.32,0.02,2017-05-01
INFY,Infosys Ltd.,COMPUTERS - SOFTWARE,11484723320,217200.7,7.67,0.73,0.19,1.63,-4.19,0.03,2015-11-01
INFY,Infosys Ltd.,COMPUTERS - SOFTWARE,11484723320,201952.43,6.7,0.76,0.24,1.01,3.59,0.02,2016-12-01
INFY,Infosys Ltd.,COMPUTERS - SOFTWARE,11484723320,186954.87,5.19,0.53,0.08,1.02,-4.25,0.02,2017-06-01
INFY,Infosys Ltd.,COMPUTERS - SOFTWARE,11484723320,218498.44,7.75,0.61,0.12,2.03,1.61,0.06,2015-08-01
INFY,Infosys Ltd.,COMPUTERS - SOFTWARE,11484723320,233965.86,7.72,0.84,0.26,1.36,-6.23,0.02,2016-06-01
INFY,Infosys Ltd.,COMPUTERS - SOFTWARE,11484723320,215034.49,7.11,0.58,0.1,2.56,9.42,0.05,2015-07-01
INFY,Infosys Ltd.,COMPUTERS - SOFTWARE,11484723320,216630.25,8.67,0.79,0.24,1.61,-6.94,0.04,2016-02-01
INFY,Infosys Ltd.,COMPUTERS - SOFTWARE,11484723320,202312.13,6.18,0.72,0.18,1.33,9.02,0.02,2017-02-01
INFY,Infosys Ltd.,COMPUTERS - SOFTWARE,11484723320,183637.63,5.27,0.63,0.12,1.34,-10.11,0.02,2017-04-01
INFY,Infosys Ltd.,COMPUTERS - SOFTWARE,11484723320,207038.21,6.54,0.87,0.27,0.95,0.02,0.02,2016-09-01
INFY,Infosys Ltd.,COMPUTERS - SOFTWARE,11484723320,200253.84,6.32,0.84,0.26,1.16,-3.28,0.02,2016-10-01
INFY,Infosys Ltd.,COMPUTERS - SOFTWARE,11484723320,194948.24,6.44,0.79,0.25,1.6,-2.65,0.02,2016-11-01
INFY,Infosys Ltd.,COMPUTERS - SOFTWARE,11484723320,241419.68,8.42,0.83,0.27,1.95,-0.84,0.02,2016-04-01
INFY,Infosys Ltd.,COMPUTERS - SOFTWARE,11484723320,220694.6,7.78,0.74,0.2,1.31,1.61,0.03,2015-12-01
INFY,Infosys Ltd.,COMPUTERS - SOFTWARE,11484723320,206998.24,6.41,0.89,0.29,1.15,-3.54,0.02,2016-08-01
INFY,Infosys Ltd.,COMPUTERS - SOFTWARE,11484723320,243457.99,8.78,0.82,0.26,1.47,12.38,0.03,2016-03-01
INFY,Infosys Ltd.,COMPUTERS - SOFTWARE,11484723320,202072.33,5.3,0.54,0.09,1.27,8.09,0.02,2017-07-01
INFY,Infosys Ltd.,COMPUTERS - SOFTWARE,11484723320,204280.5,5.96,0.67,0.14,1.07,0.97,0.02,2017-03-01
INFY,Infosys Ltd.,COMPUTERS - SOFTWARE,11484723320,182838.29,4.88,0.63,0.09,2.84,-9.52,0.02,2017-08-01
INFY,Infosys Ltd.,COMPUTERS - SOFTWARE,11484723320,196526.81,6.64,0.59,0.12,1.23,-2.69,0.05,2015-06-01
INFY,Infosys Ltd.,COMPUTERS - SOFTWARE,11484723320,232573.86,8.61,0.77,0.22,1.69,5.38,0.03,2016-01-01
INFY,Infosys Ltd.,COMPUTERS - SOFTWARE,11484723320,214591.94,6.79,0.87,0.3,2.1,-8.28,0.02,2016-07-01
INFY,Infosys Ltd.,COMPUTERS - SOFTWARE,11484859140,195060.46,4.96,0.74,0.1,1.39,5.88,0.02,2017-11-01
INFY,Infosys Ltd.,COMPUTERS - SOFTWARE,11484859140,179832.91,4.77,0.69,0.1,0.87,-1.64,0.02,2017-09-01
INFY,Infosys Ltd.,COMPUTERS - SOFTWARE,11484859140,184219.32,4.63,0.75,0.12,1,2.44,0.02,2017-10-01
INFY,Infosys Ltd.,COMPUTERS - SOFTWARE,11484966335,208241.62,5.12,0.69,0.08,0.9,6.76,0.02,2017-12-01
INFY,Infosys Ltd.,COMPUTERS - SOFTWARE,11484966335,234330.52,5.79,0.72,0.09,1.29,1.94,0.02,2018-02-01
INFY,Infosys Ltd.,COMPUTERS - SOFTWARE,11484966335,226177.12,5.8,0.69,0.09,1.02,-3.48,0.02,2018-03-01
INFY,Infosys Ltd.,COMPUTERS - SOFTWARE,11484966335,229864.14,5.4,0.75,0.08,1.4,10.38,0.02,2017-01-01
INFY,Infosys Ltd.,COMPUTERS - SOFTWARE,11484966335,229864.14,5.4,0.75,0.08,1.4,10.38,0.02,2018-01-01
ICICIBANK,ICICI Bank Ltd.,BANKS,11510622600,117593,7.17,1.5,0.61,2.34,-10.77,0.09,2011-01-01
ICICIBANK,ICICI Bank Ltd.,BANKS,11512407200,111768,7.02,1.51,0.62,2.5,-4.97,0.07,2011-02-01
ICICIBANK,ICICI Bank Ltd.,BANKS,11514126180,128521,7.32,1.5,0.63,1.91,14.97,0.06,2011-03-01
ICICIBANK,ICICI Bank Ltd.,BANKS,11514594300,128324.4,7.42,1.45,0.64,1.23,-0.16,0.06,2011-04-01
ICICIBANK,ICICI Bank Ltd.,BANKS,11515464390,125069,7.51,1.46,0.62,2.1,-2.54,0.07,2011-05-01
ICICIBANK,ICICI Bank Ltd.,BANKS,11518035530,126082,7.45,1.44,0.61,1.32,0.79,0.06,2011-06-01
ICICIBANK,ICICI Bank Ltd.,BANKS,11518614870,119419,7.27,1.4,0.6084,1.47,-5.29,0.06,2011-07-01
ICICIBANK,,,11519613370,100595,190,1.36,0.63,2.19,-15.77,0.08,2011-08-01
ICICIBANK,ICICI Bank Ltd.,BANKS,11520686680,100852,6.8,1.34,0.64,2.24,0.25,0.08,2011-09-01
ICICIBANK,ICICI Bank Ltd.,BANKS,11521670440,107284,6.63,1.4,0.67,3.06,10.97,0.07,2011-10-01
ICICIBANK,ICICI Bank Ltd.,BANKS,11521944620,82088,5.59,1.42,0.69,2.22,-23.49,0.07,2011-11-01
ICICIBANK,ICICI Bank Ltd.,BANKS,11522580900,78889,5.61,1.44,0.84,3.05,-3.9,0.08,2011-12-01
ICICIBANK,ICICI Bank Ltd.,BANKS,11523228500,103957,6.58,1.464167081,0.708087507,2.37,31.77,0.08,2012-01-01
ICICIBANK,ICICI Bank Ltd.,BANKS,11523441180,104437,6.38,1.470729613,0.707979693,2.047204792,0.460012193,0.08,2012-02-01
ICICIBANK,ICICI Bank Ltd.,BANKS,11523965030,102586,6.29,1.51,0.71,2.61,-1.78,0.09,2012-03-01
ICICIBANK,ICICI Bank Ltd.,BANKS,11524728030,101688,6.21,1.53,0.72,1.44,-0.88,0.07,2012-04-01
ICICIBANK,ICICI Bank Ltd.,BANKS,11525142530,90271,5.87,1.53,0.71,1.96,-11.23,0.08,2012-05-01
ICICIBANK,ICICI Bank Ltd.,BANKS,11526340050,110814.23,6.78,1.57,0.73,1.43,6.88,0.04,2012-07-01
ICICIBANK,ICICI Bank Ltd.,BANKS,11526340050,103679.43,6.29,1.56,0.72,1.89,14.84,0.06,2012-06-01
ICICIBANK,ICICI Bank Ltd.,BANKS,11526728510,103988.38,6.32,1.61,0.72,1.3,-6.16,0.05,2012-08-01
ICICIBANK,ICICI Bank Ltd.,BANKS,11527275010,121059.44,6.82,1.68,0.71,1.23,-0.81,0.06,2012-10-01
ICICIBANK,ICICI Bank Ltd.,BANKS,11528194550,126792.85,6.8,1.69,0.72,1.58,4.73,0.05,2012-11-01
ICICIBANK,ICICI Bank Ltd.,BANKS,11528567300,131223.92,7,1.66,0.69,0.96,3.49,0.06,2012-12-01
ICICIBANK,ICICI Bank Ltd.,BANKS,11530458940,137345.06,7.17,1.66,0.71,1.17,4.65,0.05,2013-01-01
ICICIBANK,ICICI Bank Ltd.,BANKS,11531316610,119972,6.61,1.69,0.72,1.54,-12.66,0.06,2013-02-01
ICICIBANK,ICICI Bank Ltd.,BANKS,11532346500,120536.09,6.61,1.68,0.67,2.14,0.46,0.06,2013-03-01
ICICIBANK,ICICI Bank Ltd.,BANKS,11532932660,134203,7.05,1.65,0.66,1.64,11.33,0.07,2013-04-01
ICICIBANK,ICICI Bank Ltd.,BANKS,11533830220,133152,6.92,1.58,0.64,1.67,-0.79,0.06,2013-05-01
ICICIBANK,ICICI Bank Ltd.,BANKS,11538249440,104888,5.74,1.48,0.57,1.75,-15.1,0.05,2013-07-01
ICICIBANK,ICICI Bank Ltd.,BANKS,11538249440,123546,6.57,1.53,0.62,1.81,-7.25,0.06,2013-06-01
ICICIBANK,ICICI Bank Ltd.,BANKS,11539563280,92749,5.32,1.38,0.57,2.43,-11.58,0.07,2013-08-01
ICICIBANK,ICICI Bank Ltd.,BANKS,11541329640,101985,5.460979063,1.430068146,0.766038827,0.552247021,9.940902022,0.07,2013-09-01
ICICIBANK,ICICI Bank Ltd.,BANKS,11541329640,129372.53,6.31,1.48,0.77,2.19,26.85,0.07,2013-10-01
ICICIBANK,ICICI Bank Ltd.,BANKS,11541974010,123343.31,6.112744472,1.48938399,0.596894622,-0.212474054,-4.665685356,0.07,2013-11-01
ICICIBANK,ICICI Bank Ltd.,BANKS,11542754210,126826.01,6.133444742,1.537967694,0.598319264,2.477518581,2.816637814,0.05,2013-12-01
ICICIBANK,ICICI Bank Ltd.,BANKS,11543263390,114013,5.711974542,1.561219733,0.604777493,1.92778573,-10.1069397,0.06,2014-01-01
ICICIBANK,ICICI Bank Ltd.,BANKS,11545020730,120512.7,5.832362286,1.546350774,0.595615247,1.480980459,5.684924572,0.05,2014-02-01
ICICIBANK,ICICI Bank Ltd.,BANKS,11545303590,143744.8,6.401085783,1.560050591,0.601846725,1.882095274,19.27480002,0.05,2014-03-01
ICICIBANK,ICICI Bank Ltd.,BANKS,11548491780,143594,6.4,1.59,0.61,1.71,-0.13,0.06,2014-04-01
ICICIBANK,ICICI Bank Ltd.,BANKS,11549844450,163783,6.74,1.62,0.61,1.98,14.05,0.09,2014-05-01
ICICIBANK,ICICI Bank Ltd.,BANKS,11557345180,163900,6.4,1.65,0.61,1.52,0.01,0.07,2014-06-01
ICICIBANK,ICICI Bank Ltd.,BANKS,11560281380,170080.64,6.55,1.7,0.63,1.87,3.74,0.07,2014-07-01
ICICIBANK,ICICI Bank Ltd.,BANKS,11564051680,180029.16,6.72,1.82,0.64,1.36,0.23,0.05,2014-08-01
ICICIBANK,ICICI Bank Ltd.,BANKS,11571929420,188235,6.69,1.7,0.58,1.38,13.47,0.05,2014-10-01
ICICIBANK,ICICI Bank Ltd.,BANKS,11574513970,203063,7,1.68,0.56,1.3,7.85,0.05,2014-11-01
ICICIBANK,ICICI Bank Ltd.,BANKS,11577396960,204399,7.3,1.59,0.55,1.62,0.63,0.06,2014-12-01
ICICIBANK,ICICI Bank Ltd.,BANKS,11583310710,208905,7.01,1.58,0.57,2.38,2.15,0.06,2015-01-01
ICICIBANK,ICICI Bank Ltd.,BANKS,11586340150,200530.58,6.59,1.61,0.57,2.07,-4.03,0.06,2015-02-01
ICICIBANK,ICICI Bank Ltd.,BANKS,11590693270,182843.19,6.21,1.55,0.57,1.69,-8.85,0.06,2015-03-01
ICICIBANK,ICICI Bank Ltd.,BANKS,11594912690,191982.77,6.7,1.48,0.52,2.11,4.96,0.06,2015-04-01
ICICIBANK,ICICI Bank Ltd.,BANKS,11597576990,183966.57,6.17,1.47,0.53,2.15,-4.2,0.06,2015-05-01
ICICIBANK,ICICI Bank Ltd.,BANKS,11605927540,178731.28,6.04,1.46,0.52,1.71,-2.92,0.06,2015-06-01
ICICIBANK,ICICI Bank Ltd.,BANKS,11608451670,175519.79,5.8,1.45,0.52,1.65,-1.82,0.05,2015-07-01
ICICIBANK,ICICI Bank Ltd.,BANKS,11609979780,161320.67,5.72,1.48,0.57,2.87,-8.1,0.06,2015-08-01
ICICIBANK,ICICI Bank Ltd.,BANKS,11611483720,156958.23,5.54,1.48,0.59,2.06,-2.72,0.04,2015-09-01
ICICIBANK,ICICI Bank Ltd.,BANKS,11615794130,160878.75,5.59,1.53,0.59,1.91,2.46,0.04,2015-10-01
ICICIBANK,ICICI Bank Ltd.,BANKS,11616267630,159578.48,5.64,1.51,0.59,1.42,-0.81,0.03,2015-11-01
ICICIBANK,ICICI Bank Ltd.,BANKS,11624066890,151897.49,5.36,1.5,0.58,1.51,-4.88,0.03,2015-12-01
ICICIBANK,ICICI Bank Ltd.,BANKS,11624716320,133771.42,4.95,1.43,0.55,1.86,-11.94,0.04,2016-01-01
ICICIBANK,ICICI Bank Ltd.,BANKS,11626111420,110477.12,4.42,1.4,0.53,2.71,-17.42,0.04,2016-02-01
ICICIBANK,ICICI Bank Ltd.,BANKS,11626111420,137740.36,4.81,1.51,0.55,2.67,0.13,0.03,2016-04-01
ICICIBANK,ICICI Bank Ltd.,BANKS,11626111420,137565.96,4.96,1.49,0.55,2.95,24.52,0.04,2016-03-01
ICICIBANK,ICICI Bank Ltd.,BANKS,11631664120,142284.33,4.77,1.54,0.55,2.18,3.25,0.03,2016-05-01
ICICIBANK,ICICI Bank Ltd.,BANKS,11631664120,139899.84,4.61,1.58,0.55,1.89,-1.68,0.03,2016-06-01
ICICIBANK,ICICI Bank Ltd.,BANKS,11631664120,152898.22,4.84,1.61,0.54,2.19,9.29,0.03,2016-07-01
ICICIBANK,ICICI Bank Ltd.,BANKS,11635133120,146689.94,4.63,1.67,0.5,1.88,-2.27,0.03,2016-09-01
ICICIBANK,ICICI Bank Ltd.,BANKS,11635133120,161175.68,5.08,1.66,0.46,2.76,9.88,0.03,2016-10-01
ICICIBANK,ICICI Bank Ltd.,BANKS,11635133120,150093.22,4.65,1.63,0.5,1.72,-1.86,0.03,2016-08-01
ICICIBANK,ICICI Bank Ltd.,BANKS,11639284770,148575.47,4.93,1.63,0.46,1.29,-3.86,0.03,2016-12-01
ICICIBANK,ICICI Bank Ltd.,BANKS,11639284770,154540.6,5.1,1.65,0.47,2.16,-4.15,0.03,2016-11-01
ICICIBANK,ICICI Bank Ltd.,BANKS,11644081870,160892.1,4.92,1.75,0.46,1.61,2.75,0.02,2017-02-01
ICICIBANK,ICICI Bank Ltd.,BANKS,11644081870,162143.84,4.66,1.69,0.43,1.52,0.6,0.02,2017-04-01
ICICIBANK,ICICI Bank Ltd.,BANKS,11644081870,161183.2,4.71,1.69,0.43,1.83,0.18,0.02,2017-03-01
ICICIBANK,ICICI Bank Ltd.,BANKS,11652819390,190203.14,5.25,1.66,0.38,2.29,17.22,0.02,2017-05-01
WIPRO,Wipro Ltd.,COMPUTERS - SOFTWARE,12067753442,43202.56,0.9,0.43,0.06,0.88,-4.07,0.02,2019-05-01
WIPRO,Wipro Ltd.,COMPUTERS - SOFTWARE,12067753442,45035.35,0.95,0.47,0.06,1.29,17.17,0.02,2019-04-01
WIPRO,Wipro Ltd.,COMPUTERS - SOFTWARE,12067753442,38435.79,0.82,0.49,0.07,1.78,-7.91,0.02,2019-03-01
WIPRO,Wipro Ltd.,COMPUTERS - SOFTWARE,12070632750,44015.56,0.92,0.38,0.05,0.95,-2.06,0.02,2019-06-01
WIPRO,Wipro Ltd.,COMPUTERS - SOFTWARE,12070632750,41630.41,0.92,0.42,0.06,1.49,-5.42,0.02,2019-07-01
WIPRO,Wipro Ltd.,COMPUTERS - SOFTWARE,12070632750,39920,0.89,0.37,0.05,1.33,-4.11,0.02,2019-08-01
ITC,I T C Ltd.,CIGARETTES,12070810487,213309.33,6.75,0.64,0.02,1.29,2.79,0.03,2016-07-01
ITC,I T C Ltd.,CIGARETTES,12090430722,204261.78,6.45,0.97,0.28,1.19,-7.19,0.03,2016-09-01
ITC,I T C Ltd.,CIGARETTES,12090430722,204515.68,6.45,0.94,0.28,1.03,0.12,0.03,2016-10-01
ITC,I T C Ltd.,CIGARETTES,12090430722,220088.16,6.82,0.91,0.27,1.41,3.01,0.03,2016-08-01
ITC,I T C Ltd.,CIGARETTES,12115054002,204932.2,6.8,0.99,0.34,1.61,3.94,0.03,2016-12-01
ITC,I T C Ltd.,CIGARETTES,12115054002,197172.5,6.51,0.96,0.3,1.91,-3.79,0.03,2016-11-01
ITC,I T C Ltd.,CIGARETTES,12126114462,222562.7,6.8,1.05,0.29,1.47,1.59,0.02,2017-02-01
ITC,I T C Ltd.,CIGARETTES,12126114462,235974.19,6.78,0.97,0.24,1.57,-0.82,0.03,2017-04-01
ITC,I T C Ltd.,CIGARETTES,12126114462,237926.49,6.95,0.96,0.25,1.5,6.9,0.02,2017-03-01
ITC,I T C Ltd.,CIGARETTES,12147383072,265128.78,7.32,0.98,0.22,1.83,12.16,0.02,2017-05-01
ITC,I T C Ltd.,CIGARETTES,12147383072,275205.04,7.65,0.98,0.21,1.34,3.8,0.02,2017-06-01
ITC,I T C Ltd.,CIGARETTES,12147383072,242552.87,6.37,1.12,0.19,3.34,-11.86,0.02,2017-07-01
ITC,I T C Ltd.,CIGARETTES,12147383072,240001.92,6.4,1.14,0.21,0.95,-1.05,0.02,2017-08-01
ITC,I T C Ltd.,CIGARETTES,12180306282,218313.72,5.55,1.19,0.18,0.95,-3.63,0.03,2017-11-01
ITC,I T C Ltd.,CIGARETTES,12180306282,220232.12,5.84,1.15,0.2,1.19,-8.49,0.02,2017-09-01
ITC,I T C Ltd.,CIGARETTES,12180306282,226541.52,5.69,1.16,0.2,0.82,2.86,0.03,2017-10-01
ITC,I T C Ltd.,CIGARETTES,12188208322,224598.21,5.52,1.16,0.17,1.16,2.81,0.02,2017-12-01
ITC,I T C Ltd.,CIGARETTES,12188208322,226133.92,5.59,1.06,0.16,0.98,-2.34,0.03,2018-02-01
ITC,I T C Ltd.,CIGARETTES,12188208322,217986.11,5.59,1.06,0.18,1.29,-3.6,0.02,2018-03-01
ITC,I T C Ltd.,CIGARETTES,12188208322,231551.58,5.44,1.23,0.18,1.2,3.1,0.03,2018-01-01
ITC,I T C Ltd.,CIGARETTES,12188208322,231551.58,5.44,1.23,0.18,1.2,3.1,0.03,2017-01-01
ITC,I T C Ltd.,CIGARETTES,12199368102,231977.08,5.49,0.94,0.17,1.29,-3.48,0.03,2018-05-01
ITC,I T C Ltd.,CIGARETTES,12199368102,240345.85,5.68,0.98,0.17,0.94,10.16,0.03,2018-04-01
ITC,I T C Ltd.,CIGARETTES,12204294912,227414.83,5.38,0.94,0.18,0.93,-2.00625805,0.02,2018-06-01
ITC,I T C Ltd.,CIGARETTES,12204294912,273248.06,5.92,0.82,0.2,0.86,7.44,0.02,2018-08-01
ITC,I T C Ltd.,CIGARETTES,12204294912,254325.3,5.67,0.83,0.21,1.68,11.83,0.03,2018-07-01
ITC,I T C Ltd.,CIGARETTES,12231342282,244700.23,5.65,0.87,0.28,1.24,2.03,0.03,2018-11-01
ITC,I T C Ltd.,CIGARETTES,12231342282,239819.93,5.8,0.85,0.26,1.72,-5.93,0.03,2018-10-01
ITC,I T C Ltd.,CIGARETTES,12231342282,254931.75,5.85,0.84,0.22,1.59,-6.90948882,0.03,2018-09-01
ITC,I T C Ltd.,CIGARETTES,12245059882,241417.48,5.55,0.85,0.28,1.12,-1.45,0.03,2018-12-01
ITC,I T C Ltd.,CIGARETTES,12245059882,236617.41,5.48,0.91,0.31,0.89,-0.93,0.03,2019-02-01
ITC,I T C Ltd.,CIGARETTES,12245059882,238846.02,5.51,0.86,0.29,1.31,-1.07,0.03,2019-01-01
ITC,ITC Ltd.,CIGARETTES,12253905922,238932.78,4.97,0.87,0.31,1.61,-7.57,0.03,2019-05-01
ITC,ITC Ltd.,CIGARETTES,12253905922,258490.02,5.46,0.9,0.3,0.99,1.38,0.02,2019-04-01
ITC,I T C Ltd.,CIGARETTES,12253905922,254973.15,5.45,0.88,0.28,1.02,7.68,0.02,2019-03-01
ITC,ITC Ltd.,CIGARETTES,12258631602,234991.84,4.89,0.85,0.3,0.75,-1.69,0.02,2019-06-01
ITC,ITC Ltd.,CIGARETTES,12258631602,231859.76,5.12,0.8,0.31,0.99,-1.33,0.03,2019-07-01
ITC,ITC Ltd.,CIGARETTES,12258631602,210793.3,4.69,0.83,0.34,1.6,-9.09,0.03,2019-08-01
ITC,ITC Ltd.,CIGARETTES,12284983252,223457.7,4.74,0.79,0.33,1.97,5.78,0.03,2019-09-01
GAIL,GAIL (India) Ltd.,GAS,12684774000,15067,1.18,0.74,0.44,2.48,1.04,0.1,2009-08-01
GAIL,GAIL (India) Ltd.,GAS,12684774000,16840,1.03,0.552616138,0.203541219,1.653799198,0.428609697,0.07,2012-02-01
GAIL,GAIL (India) Ltd.,GAS,12684774000,31154,1.65,0.79,0.44,2.86,20.63,0.11,2009-03-01
GAIL,GAIL (India) Ltd.,GAS,12684774000,19210.14,0.63,1.11,0.22,1.98,-2.3,0.07,2015-02-01
GAIL,GAIL (India) Ltd.,GAS,12684774000,16653.46,0.805965066,0.658356698,0.198523317,1.763380681,3.474741836,0.07,2014-02-01
GAIL,GAIL (India) Ltd.,GAS,12684774000,14938,0.82,0.77,0.17,1.16,-2.83,0.06,2013-02-01
GAIL,GAIL (India) Ltd.,GAS,12684774000,24773,1.38,0.82,0.46,3.13,-5.31,0.13,2009-01-01
GAIL,GAIL (India) Ltd.,GAS,12684774000,14912,1.18,0.74,0.44,3.17,15.12,0.11,2009-07-01
GAIL,GAIL (India) Ltd.,GAS,12684774000,22694,0.78,1.1,0.22,1.91,-7.68,0.06,2014-11-01
GAIL,GAIL (India) Ltd.,GAS,12684774000,15773,0.83,0.69,0.13,1.55,10.34,0.07,2013-04-01
GAIL,GAIL (India) Ltd.,GAS,12684774000,16624,0.74,0.69,0.22,1.39,-1.58,0.08,2014-04-01
GAIL,GAIL (India) Ltd.,GAS,12684774000,15202.6,0.753422449,0.661574067,0.187967202,-0.210662708,-4.284502262,0.09,2013-11-01
GAIL,GAIL (India) Ltd.,GAS,12684774000,14724,0.788436482,0.682612156,0.432353614,0.53284381,10.94939922,0.09,2013-09-01
GAIL,GAIL (India) Ltd.,GAS,12684774000,17386.58,0.58,1.18,0.31,1.68,2.8,0.03,2016-05-01
GAIL,GAIL (India) Ltd.,GAS,12684774000,15883.11,0.77,0.68,0.43,1.49,7.87,0.07,2013-10-01
