Symbol,Name,Industry,Equity Capital (In Rs.),Free Float Market Capitalisation (Rs. Crores),Weightage (),Beta,R2,Volatility_Per,Monthly Return,Avg_Impact_Cost_percent,report_date
UNITECH,Unitech Ltd.,CONSTRUCTION,3246750000,5666,0.3,1.68,0.42,5.31,23.54,0.12,2009-03-01
UNITECH,Unitech Ltd.,CONSTRUCTION,3246750000,5219,0.29,1.7,0.44,7.25,-20.91,0.18,2009-01-01
UNITECH,Unitech Ltd.,CONSTRUCTION,3246750000,4586,0.27,1.67,0.42,3.64,-12.13,0.14,2009-02-01
UNITECH,Unitech Ltd.,Construction,3246750000,6599,0.36,1.69,0.46,7.33,75.59,0.18,2008-12-01
UNITECH,Construction,,"3,246,750,000",26607,1.02,1.56,0.58,5.3,-4.38,0.11,2008-07-01
UNITECH,Construction,,"3,246,750,000",62265,2.1,1.38,0.38,7.1,-21.6,0.17,2008-01-01
UNITECH,Construction,,"3,246,750,000",44838,1.57,1.55,0.49,5.79,-23.26,0.11,2008-03-01
UNITECH,Construction,,"3,246,750,000",25812,0.98,1.61,0.61,3.57,-2.99,0.09,2008-08-01
UNITECH,Construction,,"3,246,750,000",3758,0.22,1.64,0.46,7.51,-52.17,0.19,2008-11-01
UNITECH,Construction,,"3,246,750,000",50292,1.62,1.54,0.5,2.83,12.17,0.08,2008-04-01
UNITECH,Construction,,"3,246,750,000",18961,0.79,1.6,0.62,4.51,-26.54,0.1,2008-09-01
UNITECH,Construction,,"3,246,750,000",7857,0.44,1.74,0.5,16.63,-58.56,0.2,2008-10-01
UNITECH,Construction,,"3,246,750,000",58425,1.94,1.45,0.42,5.98,-6.17,0.12,2008-02-01
UNITECH,Construction,,"3,246,750,000",27825,1.14,1.57,0.55,4.58,-26.34,0.09,2008-06-01
UNITECH,Construction,,"3,246,750,000",37776,1.29,1.55,0.53,2.88,-24.89,0.08,2008-05-01
HDFC,Housing Development Finance Corporation Ltd.,FINANCE - HOUSING,3349289856,306962.42,7.26,1.07,0.31,1.13,-2.67,0.02,2018-05-01
HDFC,Housing Development Finance Corporation Ltd.,FINANCE - HOUSING,3349289856,315377.51,7.46,1.04,0.28,0.92,3.16,0.02,2018-04-01
HDFC,Housing Development Finance Corporation Ltd.,FINANCE - HOUSING,3360549276,307788.68,7.28,1.08,0.33,0.97,4.09710857,0.01,2018-06-01
HDFC,Housing Development Finance Corporation Ltd.,FINANCE - HOUSING,3360549276,312281.06,6.77,1.1,0.35,1.15,-2.95,0.01,2018-08-01
HDFC,Housing Development Finance Corporation Ltd.,FINANCE - HOUSING,3360549276,321782,7.18,1.09,0.36,1.09,4.55,0.01,2018-07-01
STER,Sterlite Industries (India) Ltd.,METALS,3361567444,24374,1.46,1.32,0.4,2.02,-5.64,0.07,2011-05-01
STER,Sterlite Industries (India) Ltd.,METALS,3361567444,29618,1.62,1.63,0.5,2.34,15.75,0.08,2010-12-01
STER,Sterlite Industries (India) Ltd.,METALS,3361567444,27372.51,1.78,1.54,0.55,0.16,2.93,0.09,2010-06-01
STER,Sterlite Industries (India) Ltd.,METALS,3361567444,23316,1.46,1.53,0.46,2.23,0.06,0.09,2011-02-01
STER,Sterlite Industries (India) Ltd.,METALS,3361567444,25587,1.47,1.62,0.52,2.18,-5.62,0.1,2010-11-01
STER,Sterlite Industries (India) Ltd.,METALS,3361567444,26762,1.5,1.7,0.56,2.17,-3.82,0.08,2010-10-01
STER,Sterlite Industries (India) Ltd.,METALS,3361567444,25832.08,1.49,1.44,0.45,1.55,4.63,0.07,2011-04-01
STER,Sterlite Industries (India) Ltd.,METALS,3361567444,24688,1.41,1.5,0.47,1.74,5.88,0.07,2011-03-01
STER,Sterlite Industries (India) Ltd.,METALS,3361567444,23961,1.53,1.72,0.55,1.66,-0.65,0.07,2010-08-01
STER,Sterlite Industries (India) Ltd.,METALS,3361567444,26016,1.59,1.65,0.49,3.07,-14.72,0.09,2011-01-01
STER,Sterlite Industries (India) Ltd.,METALS,3361568684,12593,0.9,1.44,0.76,2.79,-9.67,0.1,2011-12-01
STER,Sterlite Industries (India) Ltd.,METALS,3361568684,23912,1.41,1.25,0.38,1.55,-1.9,0.07,2011-06-01
STER,Sterlite Industries (India) Ltd.,METALS,3361568684,16237,1.03,1.460696736,0.5838002,3.14,28.93,0.1,2012-01-01
STER,Sterlite Industries (India) Ltd.,METALS,3361568684,16021,1.08,1.3,0.49,3.27,-11.62,0.11,2011-09-01
STER,Sterlite Industries (India) Ltd.,METALS,3361568684,17945,1.11,1.4,0.53,3.73,17.1,0.09,2011-10-01
STER,Sterlite Industries (India) Ltd.,METALS,3361568684,13941,0.95,1.43,0.55,2.29,-22.03,0.1,2011-11-01
STER,Sterlite Industries (India) Ltd.,METALS,3361568684,22704,1.38,1.21,0.3721,1.58,-5.05,0.06,2011-07-01
STER,,,3361568684,18128,34,1.24,0.43,2.18,-19.47,0.1,2011-08-01
STER,Sterlite Industries (India) Ltd.,METALS,3361572684,17500,1.07,1.531474799,0.568344746,3.361147709,7.782101167,0.1,2012-02-01
STER,Sterlite Industries (India) Ltd.,METALS,3361572684,14889,0.91,1.64,0.59,2.18,-4.5,0.08,2012-04-01
STER,Sterlite Industries (India) Ltd.,METALS,3361572684,15591,0.96,1.57,0.57,2.63,-10.91,0.1,2012-03-01
STER,Sterlite Industries (India) Ltd.,METALS,3361572684,13204,0.86,1.65,0.6,1.89,-11.32,0.1,2012-05-01
STER,Sterlite Industries (India) Ltd.,METALS,3361690676,13499.36,0.82,1.79,0.57,2.39,-10.18,0.07,2012-08-01
STER,Sterlite Industries (India) Ltd.,METALS,3361690676,15029.71,0.92,1.72,0.6,2.55,4.24,0.07,2012-07-01
STER,Sterlite Industries (India) Ltd.,METALS,3361690676,14418.98,0.87,1.66,0.59,2.7,9.2,0.09,2012-06-01
SIEMENS,Siemens Ltd.,ELECTRICAL EQUIPMENT,3371602000,10758.18,0.7,1.14,0.58,1.4,-3.82,0.07,2010-04-01
HDFC,Housing Development Finance Corporation Ltd.,FINANCE - HOUSING,3386844276,323348.8,7.47,1.25,0.43,1.19,12.42,0.02,2018-11-01
HDFC,Housing Development Finance Corporation Ltd.,FINANCE - HOUSING,3386844276,287624.36,6.95,1.26,0.42,2.56,0.84,0.02,2018-10-01
HDFC,Housing Development Finance Corporation Ltd.,FINANCE - HOUSING,3386844276,285226.48,6.55,1.22,0.38,2.13,-9.37265942,0.02,2018-09-01
PNB,Punjab National Bank,BANKS,3391786830,10518,0.58,1.47,0.39,1.57,-13.34,0.05,2013-02-01
PNB,Punjab National Bank,BANKS,3391786830,10218,0.54,1.46,0.37,1.72,6.96,0.07,2013-04-01
PNB,Punjab National Bank,BANKS,3391786830,9825.24,0.55,1.28,0.4,2.06,-12.13,0.07,2012-10-01
PNB,Punjab National Bank,BANKS,3391786830,10443.97,0.56,1.35,0.42,1.29,6.3,0.06,2012-11-01
PNB,Punjab National Bank,BANKS,3391786830,12136.51,0.63,1.51,0.41,2.46,4.68,0.06,2013-01-01
PNB,Punjab National Bank,BANKS,3391786830,9002.25,0.55,1.06,0.37,1.43,-6.95,0.06,2012-08-01
PNB,Punjab National Bank,BANKS,3391786830,9674.88,0.59,1.01,0.36,2.05,-10.05,0.06,2012-07-01
PNB,Punjab National Bank,BANKS,3391786830,9552.46,0.52,1.47,0.37,1.58,-9.18,0.07,2013-03-01
PNB,Punjab National Bank,BANKS,3391786830,10053,0.65,0.96,0.37,2.08,-11.13,0.09,2012-05-01
PNB,Punjab National Bank,BANKS,3391786830,11593.62,0.62,1.45,0.43,1.35,11.01,0.08,2012-12-01
PNB,Punjab National Bank,BANKS,3391786830,10755.33,0.65,1.02,0.39,2.42,6.99,0.08,2012-06-01
DLF,DLF Ltd.,CONSTRUCTION,3394372766,12742,0.87,1.66,0.52,3.76,-5.04,0.08,2009-11-01
DLF,DLF Ltd.,CONSTRUCTION,3394388226,15371,1.2,1.55,0.55,3.35,7.05,0.07,2009-08-01
DLF,DLF Ltd.,CONSTRUCTION,3394388226,14359,1.14,1.56,0.55,5.1,27.48,0.1,2009-07-01
DLF,DLF Ltd.,CONSTRUCTION,3394388226,15873,1.14,1.54,0.53,2.38,3.27,0.06,2009-09-01
DLF,DLF Ltd.,CONSTRUCTION,3394388226,11264,0.97,1.57,0.56,4.58,-23.54,0.11,2009-06-01
DLF,DLF Ltd.,CONSTRUCTION,3394428226,39078,1.79,1.59,0.58,5.86,37.63,0.13,2009-04-01
DLF,DLF Ltd.,CONSTRUCTION,3394428226,68992,2.47,1.55,0.56,8.46,76.55,0.16,2009-05-01
DLF,DLF Ltd.,CONSTRUCTION,3394453466,13418,1.01,1.62,0.5,3.36,-15.47,0.07,2009-10-01
DLF,DLF Ltd.,CONSTRUCTION,3394462032,28395,1.5,1.54,0.56,4.73,10.07,0.1,2009-03-01
DLF,DLF Ltd.,CONSTRUCTION,3394502566,13090,0.86,1.59,0.49,2.02,2.73,0.06,2009-12-01
DLF,DLF Ltd.,CONSTRUCTION,3394502566,56629,3.76,1.59,0.5,2.89,-7.63,0.06,2010-01-01
DLF,DLF Ltd.,CONSTRUCTION,3394698660,10816,0.76,1.61,0.55,2.33,-10.55,0.07,2010-02-01
DLF,DLF Ltd.,CONSTRUCTION,3394698660,11195,0.73,1.64,0.56,1.92,3.5,0.06,2010-03-01
DLF,DLF Ltd.,CONSTRUCTION,3394747860,11260.6,0.74,1.58,0.55,2.1,0.58,0.06,2010-04-01
DLF,DLF Ltd.,CONSTRUCTION,3394788440,10032.83,0.22,1.74,0.57,2.87,-0.51,0.08,2010-05-01
DLF,DLF Ltd.,CONSTRUCTION,3394788440,10466.13,0.68,1.68,0.56,0.21,2.1,0.07,2010-06-01
DLF,DLF Ltd.,CONSTRUCTION,3394813100,10949,0.7,1.66,0.5,1.94,0.03,0.07,2010-08-01
DLF,DLF Ltd.,CONSTRUCTION,3394891336,12717,0.71,1.6,0.51,1.79,-9.64,0.07,2010-10-01
DLF,DLF Ltd.,CONSTRUCTION,3394944736,11125,0.64,1.56,0.49,2.98,-15.1,0.1,2010-11-01
DLF,DLF Ltd.,CONSTRUCTION,3394949304,10588,0.58,1.58,0.49,2.27,-4.82,0.08,2010-12-01
DLF,DLF Ltd.,CONSTRUCTION,3394984680,7684,0.48,1.43,0.44,2.43,-5.38,0.08,2011-02-01
DLF,DLF Ltd.,CONSTRUCTION,3394984680,8120,0.49,1.54,0.48,2.59,-24.26,0.08,2011-01-01
DLF,DLF Ltd.,CONSTRUCTION,3395094632,8081.89,0.47,1.52,0.52,2.05,-17.04,0.07,2011-04-01
DLF,DLF Ltd.,CONSTRUCTION,3395094632,9741,0.55,1.5,0.5,2.32,26.76,0.07,2011-03-01
DLF,DLF Ltd.,CONSTRUCTION,3395150248,8668,0.52,1.5,0.48,2.4,7.25,0.08,2011-05-01
DLF,DLF Ltd.,CONSTRUCTION,3395150248,7634,0.45,1.45,0.45,1.39,-11.93,0.07,2011-06-01
DLF,DLF Ltd.,CONSTRUCTION,3395150248,7941,0.54,1.38,0.4,3.36,11.26,0.08,2011-09-01
DLF,DLF Ltd.,CONSTRUCTION,3395150248,8380,0.51,1.42,0.4356,2.59,9.76,0.07,2011-07-01
DLF,,,3395150248,7138,13,1.36,0.39,3.8,-14.83,0.1,2011-08-01
DLF,DLF Ltd.,CONSTRUCTION,3396010254,8787,0.54,1.44,0.42,3.77,20.62,0.08,2011-10-01
DLF,DLF Ltd.,CONSTRUCTION,3396267914,7559,0.51,1.43,0.42,3,-14.08,0.09,2011-11-01
DLF,DLF Ltd.,CONSTRUCTION,3396321978,6653,0.47,1.43,0.66,2.77,-11.99,0.09,2011-12-01
DLF,DLF Ltd.,CONSTRUCTION,3396321978,7850,0.5,1.446148362,0.438176365,2.95,18,0.08,2012-01-01
DLF,DLF Ltd.,CONSTRUCTION,3396532816,8232,0.5,1.580646543,0.479331564,3.294396964,4.836843323,0.08,2012-02-01
DLF,DLF Ltd.,CONSTRUCTION,3396532816,7333,0.45,1.57,0.46,3.06,-10.93,0.08,2012-03-01
DLF,DLF Ltd.,CONSTRUCTION,3396767446,6797,0.42,1.56,0.45,1.76,-7.31,0.07,2012-04-01
DLF,DLF Ltd.,CONSTRUCTION,3396778098,6712,0.44,1.55,0.44,2.22,-1.28,0.06,2012-05-01
DLF,DLF Ltd.,CONSTRUCTION,3396847668,7600.85,0.47,1.58,0.47,2.15,5.29,0.06,2012-07-01
DLF,DLF Ltd.,CONSTRUCTION,3396847668,7219.08,0.44,1.58,0.46,2.14,7.56,0.07,2012-06-01
DLF,DLF Ltd.,CONSTRUCTION,3396863846,7092.52,0.43,1.67,0.51,2.32,-6.7,0.05,2012-08-01
DLF,DLF Ltd.,CONSTRUCTION,3397134518,7374.92,0.42,1.72,0.49,2.77,-13.05,0.06,2012-10-01
DLF,DLF Ltd.,CONSTRUCTION,3397198972,7631.87,0.41,1.71,0.47,1.68,3.45,0.06,2012-11-01
DLF,DLF Ltd.,CONSTRUCTION,3397198972,8388.51,0.45,1.75,0.45,1.77,9.91,0.06,2012-12-01
DLF,DLF Ltd.,CONSTRUCTION,3397239492,10098.34,0.53,1.8,0.44,2.25,20.38,0.05,2013-01-01
DLF,DLF Ltd.,CONSTRUCTION,3397341672,10092,0.56,1.66,0.37,2.52,-0.09,0.06,2013-02-01
DLF,DLF Ltd.,CONSTRUCTION,3397341672,8539.92,0.47,1.68,0.33,3.26,-15.38,0.06,2013-03-01
DLF,DLF Ltd.,CONSTRUCTION,3397413214,8667,0.46,1.68,0.33,2.18,1.49,0.06,2013-04-01
DLF,DLF Ltd.,CONSTRUCTION,3397444814,7085,0.37,1.81,0.37,2.52,-18.26,0.06,2013-05-01
DLF,DLF Ltd.,CONSTRUCTION,3398553826,25829,1.5,1.61,0.59,4.91,-14.44,0.12,2009-02-01
DLF,DLF Ltd.,CONSTRUCTION,3405471826,30249,1.69,1.59,0.62,5.88,-37.04,0.14,2009-01-01
DLF,DLF Ltd.,Construction,3405471826,48043,2.62,1.52,0.64,7.01,42.21,0.13,2008-12-01
DLF,Construction,,"3,409,665,360",87202,3.33,1.4,0.59,6.09,29.04,0.09,2008-07-01
DLF,Construction,,"3,409,665,360",110090,3.86,1.29,0.55,7.16,-17.24,0.09,2008-03-01
DLF,Construction,,"3,409,665,360",84065,3.18,1.45,0.59,3.7,-3.6,0.08,2008-08-01
DLF,Construction,,"3,409,665,360",33824,1.98,1.43,0.64,7.31,-9.82,0.18,2008-11-01
DLF,Construction,,"3,409,665,360",120216,3.87,1.29,0.53,2.73,9.2,0.07,2008-04-01
DLF,Construction,,"3,409,665,360",60121,2.5,1.47,0.62,4.1,-28.48,0.09,2008-09-01
DLF,Construction,,"3,409,665,360",37506,2.1,1.44,0.66,8.33,-37.62,0.17,2008-10-01
DLF,Construction,,"3,409,665,360",67580,2.78,1.31,0.55,3.71,-32.45,0.09,2008-06-01
DLF,Construction,,"3,409,665,360",100048,3.41,1.29,0.55,1.93,-16.78,0.07,2008-05-01
HDFC,Housing Development Finance Corporation Ltd.,FINANCE - HOUSING,3433096404,324361.69,7.46,1.25,0.43,1.53,-1.04,0.02,2018-12-01
HDFC,Housing Development Finance Corporation Ltd.,FINANCE - HOUSING,3433096404,303408.82,7.03,1.21,0.44,1.15,-4.22,0.02,2019-02-01
HDFC,Housing Development Finance Corporation Ltd.,FINANCE - HOUSING,3433096404,316781.42,7.31,1.23,0.46,1.31,-2.34,0.02,2019-01-01
HDFC,Housing Development Finance Corporation Ltd.,FINANCE - HOUSING,3437401980,360126.98,7.49,1.22,0.45,1.76,9.4,0.02,2019-05-01
HDFC,Housing Development Finance Corporation Ltd.,FINANCE - HOUSING,3437401980,329173.86,6.95,1.22,0.43,1.28,1.36,0.01,2019-04-01
HDFC,Housing Development Finance Corporation Ltd.,FINANCE - HOUSING,3437401980,324751.99,6.94,1.2,0.42,0.91,6.9,0.01,2019-03-01
HDFC,Housing Development Finance Corporation Ltd.,FINANCE - HOUSING,3439781976,377017.3,7.85,1.22,0.46,1.14,0.43,0.01,2019-06-01
HDFC,Housing Development Finance Corporation Ltd.,FINANCE - HOUSING,3439781976,364926.47,8.05,1.22,0.44,1.64,-3.21,0.02,2019-07-01
HDFC,Housing Development Finance Corporation Ltd.,FINANCE - HOUSING,3439781976,372605.78,8.29,1.26,0.47,2.12,2.1,0.02,2019-08-01
HDFC,Housing Development Finance Corporation Ltd.,FINANCE - HOUSING,3447303964,340774.62,7.23,1.18,0.48,2.08,-8.74,0.02,2019-09-01
KOTAKBANK,Kotak Mahindra Bank Ltd.,BANKS,3479842860,11931.68,0.78,1.29,0.56,1.62,1.28,0.07,2010-04-01
KOTAKBANK,Kotak Mahindra Bank Ltd.,BANKS,3481652020,13084.71,1.41,1.37,0.57,2.66,0.16,0.09,2010-05-01
KOTAKBANK,Kotak Mahindra Bank Ltd.,BANKS,3483578680,13305.97,0.87,1.3,0.53,0.09,1.6,0.08,2010-06-01
KOTAKBANK,Kotak Mahindra Bank Ltd.,BANKS,3489861600,14345,0.92,1.25,0.46,1.5,0.34,0.07,2010-08-01
SUZLON,Suzlon Energy Ltd.,ELECTRICAL EQUIPMENT,3490746130,3997,0.22,1.29,0.29,3.26,14.55,0.09,2010-12-01
SUZLON,Suzlon Energy Ltd.,ELECTRICAL EQUIPMENT,3490746130,3489,0.2,1.2,0.28,2.95,-18.31,0.1,2010-11-01
SUZLON,Suzlon Energy Ltd.,ELECTRICAL EQUIPMENT,3490746130,4541,0.26,1.12,0.19,2.27,1.93,0.08,2010-10-01
SUZLON,Suzlon Energy Ltd.,ELECTRICAL EQUIPMENT,3490746130,3788,0.24,1.18,0.22,2.04,-0.88,0.08,2010-08-01
PNB,Punjab National Bank,BANKS,3534733960,8188.11,0.405792596,1.563904212,0.464476809,0.085813605,1.010286554,0.07,2013-11-01
PNB,Punjab National Bank,BANKS,3534733960,6871,0.367924555,1.539040564,0.683582048,0.450565391,7.351401652,0.09,2013-09-01
PNB,Punjab National Bank,BANKS,3534733960,8106.21,0.4,1.54,0.68,2.61,17.98,0.07,2013-10-01
PNB,Punjab National Bank,BANKS,3534733960,8489,0.46,1.56,0.42,2.72,-12.41,0.07,2013-07-01
PNB,Punjab National Bank,BANKS,3534733960,6401,0.37,1.44,0.41,2.69,-24.6,0.11,2013-08-01
PNB,Punjab National Bank,BANKS,3534733960,11317,0.59,1.51,0.38,2.06,-1.02,0.06,2013-05-01
PNB,Punjab National Bank,BANKS,3534733960,9327.95,0.451109812,1.577574624,0.469552729,2.120951569,13.92071286,0.06,2013-12-01
PNB,Punjab National Bank,BANKS,3534733960,9691,0.52,1.44,0.37,1.98,-14.37,0.07,2013-06-01
HDFCBANK,Banks,,"3,542,394,200",55600,1.87,0.99,0.5,3.51,-9.23,0.13,2008-01-01
HDFCBANK,Banks,,"3,543,405,200",51619,1.71,0.93,0.48,2.41,-7.19,0.11,2008-02-01
HDFCBANK,Banks,,"3,544,329,200",47184,1.66,0.93,0.5,3.74,-8.62,0.09,2008-03-01
HDFCBANK,Banks,,"3,544,329,200",54021,1.74,0.94,0.48,3.03,14.49,0.09,2008-04-01
HDFCBANK,Banks,,"3,545,084,200",48522,1.65,0.94,0.49,1.96,-10.2,0.07,2008-05-01
HDFCBANK,Banks,,"3,547,328,200",35736,1.47,0.97,0.5,3.17,-26.4,0.09,2008-06-01
SUZLON,Suzlon Energy Ltd.,ELECTRICAL EQUIPMENT,3554731294,3408,0.21,1.32,0.29,3.31,-5.57,0.1,2011-02-01
SUZLON,Suzlon Energy Ltd.,ELECTRICAL EQUIPMENT,3554731294,3675,0.22,1.32,0.29,3.63,-8.86,0.09,2011-01-01
DLF,DLF Ltd.,CONSTRUCTION,3559481648,5711,0.31,1.95,0.41,2.99,-17.35,0.07,2013-07-01
DLF,DLF Ltd.,CONSTRUCTION,3559481648,6911,0.37,1.88,0.39,2.92,-6.91,0.07,2013-06-01
DLF,DLF Ltd.,CONSTRUCTION,3560941084,5778,0.33,1.75,0.35,4.92,-13.35,0.11,2013-08-01
DLF,DLF Ltd.,CONSTRUCTION,3561637522,5701,0.305283428,1.806373227,0.617445503,0.057112669,-1.348228043,0.09,2013-09-01
DLF,DLF Ltd.,CONSTRUCTION,3561637522,6751.99,0.33,1.78,0.61,2.98,18.43,0.07,2013-10-01
DLF,DLF Ltd.,CONSTRUCTION,3561976864,6784.51,0.336231923,1.757970593,0.376132014,0.043176527,0.296735905,0.07,2013-11-01
DLF,DLF Ltd.,CONSTRUCTION,3561976864,6133,0.307272981,1.803194356,0.399944716,2.684628818,-17.5164967,0.07,2014-01-01
DLF,DLF Ltd.,CONSTRUCTION,3561976864,7435.75,0.359600918,1.780183057,0.385573195,2.517729404,9.59894806,0.06,2013-12-01
DLF,DLF Ltd.,CONSTRUCTION,3562860154,6304.1,0.305094749,1.782017152,0.400513502,1.532397642,2.654545455,0.06,2014-02-01
DLF,DLF Ltd.,CONSTRUCTION,3562860154,7880.68,0.350933906,1.812328653,0.414648604,3.238314583,25.00885583,0.07,2014-03-01
DLF,DLF Ltd.,CONSTRUCTION,3562909274,6260,0.28,1.85,0.4,2.96,-20.57,0.08,2014-04-01
DLF,DLF Ltd.,CONSTRUCTION,3562909274,9384,0.39,1.82,0.36,3.36,49.91,0.1,2014-05-01
DLF,DLF Ltd.,CONSTRUCTION,3563158708,9606,0.38,1.85,0.35,3.3,2.36,0.09,2014-06-01
DLF,DLF Ltd.,CONSTRUCTION,3563252298,8855.69,0.34,1.89,0.34,3.66,-7.81,0.09,2014-07-01
DLF,DLF Ltd.,CONSTRUCTION,3563252298,7922.14,0.3,2,0.37,2.12,-0.58,0.07,2014-08-01
DLF,DLF Ltd.,CONSTRUCTION,3563861394,6948.33,0.23,1.89,0.18,2.06,-8.53,0.1,2015-02-01
DLF,DLF Ltd.,CONSTRUCTION,3563861394,6667,0.23,2.14,0.21,2.9,19.52,0.1,2014-11-01
DLF,DLF Ltd.,CONSTRUCTION,3563861394,5575,0.2,2.03,0.22,7.78,-17.3,0.09,2014-10-01
DLF,DLF Ltd.,CONSTRUCTION,3563861394,7597,0.26,1.86,0.17,3.26,23.65,0.08,2015-01-01
DLF,DLF Ltd.,CONSTRUCTION,3563861394,6144,0.22,2.02,0.19,2.41,-7.85,0.08,2014-12-01
AXISBANK,Axis Bank Ltd.,BANKS,3590051180,14897,0.79,1.38,0.62,5.61,19.27,0.1,2009-03-01
AXISBANK,Axis Bank Ltd.,BANKS,3590051180,20007,0.92,1.39,0.62,4.7,34.31,0.09,2009-04-01
AXISBANK,Axis Bank Ltd.,BANKS,3594416070,27999,1,1.33,0.66,5.48,39.77,0.14,2009-05-01
AXISBANK,Axis Bank Ltd.,BANKS,3597637330,18826,1.47,1.24,0.61,2.64,-1.29,0.07,2009-08-01
AXISBANK,Axis Bank Ltd.,BANKS,3597637330,19005,1.51,1.26,0.62,3.63,10.2,0.1,2009-07-01
AXISBANK,Axis Bank Ltd.,BANKS,3597637330,17245,1.48,1.3,0.62,3.58,6.84,0.1,2009-06-01
AXISBANK,Axis Bank Ltd.,BANKS,3598706700,20486,1.47,1.23,0.61,1.9,8.82,0.06,2009-09-01
BPCL,Bharat Petroleum Corporation Ltd.,REFINERIES,3615421240,6560,0.51,0.4,0.14,2.53,7.11,0.09,2009-08-01
BPCL,Bharat Petroleum Corporation Ltd.,REFINERIES,3615421240,8557,0.52,0.530598928,0.126489572,1.840078636,15.74761863,0.09,2012-02-01
BPCL,Bharat Petroleum Corporation Ltd.,REFINERIES,3615421240,13596,0.72,0.52,0.17,2.63,-1.79,0.08,2009-03-01
BPCL,Bharat Petroleum Corporation Ltd.,REFINERIES,3615421240,14171,0.79,0.61,0.21,2.64,4.21,0.1,2009-01-01
BPCL,Bharat Petroleum Corporation Ltd.,REFINERIES,3615421240,6125,0.49,0.43,0.16,2.2,10.21,0.12,2009-07-01
BPCL,Bharat Petroleum Corporation Ltd.,REFINERIES,3615421240,8179,0.49,0.8,0.15,1.86,0.55,0.07,2011-05-01
BPCL,Bharat Petroleum Corporation Ltd.,REFINERIES,3615421240,7509.23,0.81,0.25,0.03,1.56,0.57,0.08,2010-05-01
BPCL,Bharat Petroleum Corporation Ltd.,REFINERIES,3615421240,8666,0.53,0.49,0.11,1.68,-4.23,0.09,2012-04-01
BPCL,Bharat Petroleum Corporation Ltd.,REFINERIES,3615421240,8507,0.47,0.42,0.04,1.66,-2.47,0.08,2010-12-01
BPCL,Bharat Petroleum Corporation Ltd.,REFINERIES,3615421240,6174,0.44,0.61,0.41,2.47,-11.18,0.1,2011-12-01
BPCL,Bharat Petroleum Corporation Ltd.,REFINERIES,3615421240,7418,0.53,0.42,0.15,3.01,13.07,0.07,2009-09-01
BPCL,Bharat Petroleum Corporation Ltd.,REFINERIES,3615421240,6609,0.5,0.44,0.14,1.59,-10.9,0.08,2009-10-01
BPCL,Bharat Petroleum Corporation Ltd.,REFINERIES,3615421240,14015,0.64,0.49,0.15,1.82,3.08,0.1,2009-04-01
BPCL,Bharat Petroleum Corporation Ltd.,REFINERIES,3615421240,7625,0.52,0.41,0.12,1.97,15.38,0.08,2009-11-01
BPCL,Bharat Petroleum Corporation Ltd.,REFINERIES,3615421240,8563.61,0.56,0.24,0.02,0.66,3.66,0.07,2010-06-01
BPCL,Bharat Petroleum Corporation Ltd.,REFINERIES,3615421240,13843,0.8,0.56,0.19,2.04,-2.31,0.08,2009-02-01
BPCL,Bharat Petroleum Corporation Ltd.,REFINERIES,3615421240,9048,0.55,0.48,0.11,1.51,5.74,0.08,2012-03-01
BPCL,Bharat Petroleum Corporation Ltd.,REFINERIES,3615421240,8402,0.5,0.82,0.19,1.58,2.73,0.07,2011-06-01
BPCL,Bharat Petroleum Corporation Ltd.,REFINERIES,3615421240,7393,0.47,0.628443764,0.178583624,2.25,19.75,0.09,2012-01-01
BPCL,Bharat Petroleum Corporation Ltd.,REFINERIES,3615421240,7151,0.45,0.51,0.06,2.3,-9.71,0.09,2011-02-01
BPCL,Bharat Petroleum Corporation Ltd.,REFINERIES,3615421240,5557,0.48,0.49,0.18,2.33,-7.45,0.12,2009-06-01
BPCL,Bharat Petroleum Corporation Ltd.,REFINERIES,3615421240,7287,0.51,0.44,0.12,2.18,4.27,0.1,2010-02-01
BPCL,Bharat Petroleum Corporation Ltd.,Refineries,3615421240,13598,0.74,0.66,0.24,3.58,5.88,0.11,2008-12-01
BPCL,Bharat Petroleum Corporation Ltd.,REFINERIES,3615421240,8723,0.5,0.47,0.05,1.91,-10.57,0.09,2010-11-01
BPCL,Bharat Petroleum Corporation Ltd.,REFINERIES,3615421240,6686.88,0.44,0.49,0.14,1.57,-0.11,0.06,2010-04-01
BPCL,Bharat Petroleum Corporation Ltd.,REFINERIES,3615421240,9015,0.59,0.45,0.09,1.88,4.03,0.06,2012-05-01
BPCL,Bharat Petroleum Corporation Ltd.,REFINERIES,3615421240,9433,0.53,0.37,0.03,1.76,-3.38,0.08,2010-10-01
BPCL,Bharat Petroleum Corporation Ltd.,REFINERIES,3615421240,8212,0.54,0.4,0.12,1.42,7.7,0.06,2009-12-01
BPCL,Bharat Petroleum Corporation Ltd.,REFINERIES,3615421240,8370,0.56,0.65,0.2,1.33,-3.97,0.1,2011-09-01
BPCL,Bharat Petroleum Corporation Ltd.,REFINERIES,3615421240,8045,0.5,0.53,0.14,1.88,-8.38,0.08,2011-10-01
BPCL,Bharat Petroleum Corporation Ltd.,REFINERIES,3615421240,8134.63,0.47,0.68,0.12,1.52,2.89,0.08,2011-04-01
BPCL,Bharat Petroleum Corporation Ltd.,REFINERIES,3615421240,6951,0.47,0.55,0.14,2.59,-13.6,0.1,2011-11-01
